id,code_iata,code_icao,country_id,municipality,name,timezone_id
daov,muw,daov,dz,,Ghriss Airport,Africa/Algiers
daoy,ebh,daoy,dz,El Bayadh,El Bayadh Airport,Africa/Algiers
datg,inf,datg,dz,In Guezzam,In Guezzam Airport,Africa/Algiers
datm,bmw,datm,dz,Bordj Badji Mokhtar,Bordj Badji Mokhtar Airport,Africa/Algiers
daua,azr,daua,dz,,Touat Cheikh Sidi Mohamed Belkebir Airport,Africa/Algiers
daub,bsk,daub,dz,Biskra,Biskra Airport,Africa/Algiers
daue,elg,daue,dz,,El Golea Airport,Africa/Algiers
daug,gha,daug,dz,Ghardaia,Noumerat - Moufdi Zakaria Airport,Africa/Algiers
dauh,hme,dauh,dz,Hassi Messaoud,Oued Irara Airport,Africa/Algiers
daui,inz,daui,dz,In Salah,In Salah Airport,Africa/Algiers
dauk,tgr,dauk,dz,Touggourt,Touggourt Sidi Madhi Airport,Africa/Algiers
daul,loo,daul,dz,Laghouat,Laghouat Airport,Africa/Algiers
dauo,elu,dauo,dz,Guemar,Guemar Airport,Africa/Algiers
daut,tmx,daut,dz,Timimoun,Timimoun Airport,Africa/Algiers
dauu,ogx,dauu,dz,Ouargla,Ain el Beida Airport,Africa/Algiers
dauz,iam,dauz,dz,Amenas,In Amenas Airport,Africa/Algiers
dbbb,coo,dbbb,bj,Cotonou,Cadjehoun Airport,Africa/Porto-Novo
dbbc,,dbbc,bj,Bohicon,Cana Airport,Africa/Porto-Novo
dbbd,dja,dbbd,bj,Djougou,Djougou Airport,Africa/Porto-Novo
dbbk,kdc,dbbk,bj,Kandi,Kandi Airport,Africa/Porto-Novo
dbbn,nae,dbbn,bj,Natitingou,Natitingou Airport,Africa/Porto-Novo
dbbo,,dbbo,bj,Porga,Porga Airport,Africa/Porto-Novo
dbbp,pko,dbbp,bj,Parakou,Parakou Airport,Africa/Porto-Novo
dbbr,,dbbr,bj,Bembereke,Bembereke Airport,Africa/Porto-Novo
dbbs,svf,dbbs,bj,Save,Save Airport,Africa/Porto-Novo
de00,,de00,us,Felton,Doyle's Airport,America/New_York
de04,,de04,us,Smyrna,Newberg Airport,America/New_York
de07,,de07,us,Hartly,Flying C Airport,America/New_York
de09,,de09,us,Magnolia,Johnsons Airport,America/New_York
de10,,de10,us,Milford,Kimbowrosa Farm Airport,America/New_York
de11,,de11,us,Milford,Drummond Airport,America/New_York
de12,,de12,us,Ellendale,Owens Field,America/New_York
de14,,de14,us,Bridgeville,Huey Airport,America/New_York
de15,,de15,us,Seaford,Pevey Airport,America/New_York
de17,,de17,us,Greenwood,Sugar Hill Airport,America/New_York
de19,,de19,us,Townsend,Duffy's Airport,America/New_York
de20,,de20,us,Townsend,Spirit Airpark,America/New_York
de21,,de21,us,Roxana,West Private Airport,America/New_York
de23,,de23,us,Milton,Ockel Farms Airport,America/New_York
de25,,de25,us,Milton,Eagle Crest-Hudson Airport,America/New_York
de27,,de27,us,Selbyville,Warrington Field,America/New_York
de29,,de29,us,Smyrna,Scotty's Place Airport,America/New_York
de32,,de32,us,Felton,Belfair Airport,America/New_York
de33,,de33,us,Middletown,Okolona Plantation Airport,America/New_York
de34,,de34,us,Townsend,Townsend A Airport,America/New_York
de49,,de49,us,Georgetown,Josephs Airport,America/New_York
dfca,xky,dfca,bf,Kaya,Kaya Airport,Africa/Ouagadougou
dfcb,,dfcb,bf,Barsalogho,Barsalogho Airport,Africa/Ouagadougou
dfcc,oug,dfcc,bf,Ouahigouya,Ouahigouya Airport,Africa/Ouagadougou
dfcd,,dfcd,bf,Didyr,Didyr Airport,Africa/Ouagadougou
dfce,,dfce,bf,Batie,Batie Airport,Africa/Ouagadougou
dfcg,,dfcg,bf,Kongoussi,Kongoussi Airport,Africa/Ouagadougou
dfci,,dfci,bf,Titao,Titao Airport,Africa/Ouagadougou
dfcj,xdj,dfcj,bf,Djibo,Djibo Airport,Africa/Ouagadougou
dfck,,dfck,bf,Koudougou,Koudougou Airport,Africa/Ouagadougou
dfcl,xlu,dfcl,bf,Leo,Leo Airport,Africa/Ouagadougou
dfcm,,dfcm,bf,Manga,Manga Airport,Africa/Ouagadougou
dfcp,pup,dfcp,bf,Po,Po Airport,Africa/Ouagadougou
dfcr,,dfcr,bf,Poura,Poura Airport,Africa/Ouagadougou
dfcs,,dfcs,bf,Seguenega,Seguenega Airport,Africa/Ouagadougou
dfct,,dfct,bf,Tenado,Tenado Airport,Africa/Ouagadougou
dfcu,,dfcu,bf,Gourcy,Gourcy Airport,Africa/Ouagadougou
dfcy,,dfcy,bf,Yako,Yako Airport,Africa/Ouagadougou
dfea,xbo,dfea,bf,Boulsa,Boulsa Airport,Africa/Ouagadougou
dfeb,xbg,dfeb,bf,Bogande,Bogande Airport,Africa/Ouagadougou
dfec,,dfec,bf,Komin-Yanga,Komin-Yanga Airport,Africa/Ouagadougou
dfed,dip,dfed,bf,Diapaga,Diapaga Airport,Africa/Ouagadougou
dfee,dor,dfee,bf,Dori,Dori Airport,Africa/Ouagadougou
dfef,fng,dfef,bf,Fada N'gourma,Fada N'gourma Airport,Africa/Ouagadougou
dfeg,xgg,dfeg,bf,Gorom-Gorom,Gorom-Gorom Airport,Africa/Ouagadougou
dfek,,dfek,bf,Koupela,Koupela Airport,Africa/Ouagadougou
dfel,xka,dfel,bf,Kantchari,Kantchari Airport,Africa/Ouagadougou
dfem,tmq,dfem,bf,Tambao,Tambao Airport,Africa/Ouagadougou
dfeo,,dfeo,bf,Zorgo,Zorgo Airport,Africa/Ouagadougou
dfep,xpa,dfep,bf,Pama,Pama Airport,Africa/Ouagadougou
dfer,arl,dfer,bf,Arly,Arly Airport,Africa/Ouagadougou
dfes,xse,dfes,bf,Sebba,Sebba Airport,Africa/Ouagadougou
dfet,teg,dfet,bf,Tenkodogo,Tenkodogo Airport,Africa/Ouagadougou
dfey,,dfey,bf,Ouargaye,Ouargaye Airport,Africa/Ouagadougou
dfez,xza,dfez,bf,Zabre,Zabre Airport,Africa/Ouagadougou
dffd,oua,dffd,bf,Ouagadougou,Ouagadougou Airport,Africa/Ouagadougou
dfoa,,dfoa,bf,Dano,Dano Airport,Africa/Ouagadougou
dfob,bnr,dfob,bf,Banfora,Banfora Airport,Africa/Ouagadougou
dfod,dgu,dfod,bf,Dedougou,Dedougou Airport,Africa/Ouagadougou
dfof,,dfof,bf,Safane,Safane Airport,Africa/Ouagadougou
dfog,xga,dfog,bf,Gaoua,Gaoua Airport,Africa/Ouagadougou
dfoh,,dfoh,bf,Hounde,Hounde Airport,Africa/Ouagadougou
dfol,,dfol,bf,Loumana,Loumana Airport,Africa/Ouagadougou
dfon,xnu,dfon,bf,Nouna,Nouna Airport,Africa/Ouagadougou
dfoo,boy,dfoo,bf,Bobo Dioulasso,Bobo Dioulasso Airport,Africa/Ouagadougou
dfor,,dfor,bf,Orodara,Orodara Airport,Africa/Ouagadougou
dfos,,dfos,bf,Sideradougou,Sideradougou Airport,Africa/Ouagadougou
dfot,tuq,dfot,bf,Tougan,Tougan Airport,Africa/Ouagadougou
dfou,xde,dfou,bf,Diebougou,Diebougou Airport,Africa/Ouagadougou
dfoy,xar,dfoy,bf,Aribinda,Aribinda Airport,Africa/Ouagadougou
dgaa,acc,dgaa,gh,Accra,Kotoka International Airport,Africa/Accra
dgle,tml,dgle,gh,Tamale,Tamale Airport,Africa/Accra
dgln,,dgln,gh,Navrongo,Navrongo Airport,Africa/Accra
dglw,,dglw,gh,Wa,Wa Airport,Africa/Accra
dgly,,dgly,gh,Yendi,Yendi Airport,Africa/Accra
dgsi,kms,dgsi,gh,Kumasi,Kumasi Airport,Africa/Accra
dgsn,nyi,dgsn,gh,Sunyani,Sunyani Airport,Africa/Accra
dgtk,tkd,dgtk,gh,Sekondi-Takoradi,Takoradi Airport,Africa/Accra
diap,abj,diap,ci,Abidjan,Port Bouet Airport,Africa/Abidjan
diau,ogo,diau,ci,Abengourou,Abengourou Airport,Africa/Abidjan
dibc,,dibc,ci,Bocanda,Bocanda Airport,Africa/Abidjan
dibi,bxi,dibi,ci,Boundiali,Boundiali Airport,Africa/Abidjan
dibk,byk,dibk,ci,,Bouake Airport,Africa/Abidjan
dibn,bqo,dibn,ci,Bouna,Bouna Airport,Africa/Abidjan
dibu,bdk,dibu,ci,Bondoukou,Soko Airport,Africa/Abidjan
didb,,didb,ci,Dabou,Dabou Airport,Africa/Abidjan
didk,dim,didk,ci,Dimbokro,Dimbokro Airport,Africa/Abidjan
didl,djo,didl,ci,,Daloa Airport,Africa/Abidjan
difk,fek,difk,ci,Ferkessedougou,Ferkessedougou Airport,Africa/Abidjan
diga,ggn,diga,ci,Gagnoa,Gagnoa Airport,Africa/Abidjan
digl,ggo,digl,ci,Guiglo,Guiglo Airport,Africa/Abidjan
dign,bbv,dign,ci,Grand-Bereby,Nero-Mer Airport,Africa/Abidjan
diko,hgo,diko,ci,,Korhogo Airport,Africa/Abidjan
dimn,mjc,dimn,ci,,Man Airport,Africa/Abidjan
diod,keo,diod,ci,Odienne,Odienne Airport,Africa/Abidjan
diof,ofi,diof,ci,Ouango Fitini,Ouango Fitini Airport,Africa/Abidjan
disg,seo,disg,ci,Seguela,Seguela Airport,Africa/Abidjan
disp,spy,disp,ci,,San Pedro Airport,Africa/Abidjan
diss,zss,diss,ci,Sassandra,Sassandra Airport,Africa/Abidjan
ditb,txu,ditb,ci,Tabou,Tabou Airport,Africa/Abidjan
diyo,ask,diyo,ci,Yamoussoukro,Yamoussoukro Airport,Africa/Abidjan
dn50,,dn50,ng,,Shiroro Airport,Africa/Lagos
dn51,,dn51,ng,,Ajaokuta Airport,Africa/Lagos
dn53,,dn53,ng,,Kaduna Old Airport,Africa/Lagos
dn54,,dn54,ng,Bajoga,Bajoga Northeast Airport,Africa/Lagos
dn55,,dn55,ng,,Eket Airport,Africa/Lagos
dn56,,dn56,ng,,Escravos Airport,Africa/Lagos
dnaa,abv,dnaa,ng,Abuja,Nnamdi Azikiwe International Airport,Africa/Lagos
dnak,akr,dnak,ng,Akure,Akure Airport,Africa/Lagos
dnas,abb,dnas,ng,Asaba,Asaba International Airport,Africa/Lagos
dnbe,bni,dnbe,ng,Benin,Benin Airport,Africa/Lagos
dnbi,,dnbi,ng,Bida,Bida Airport,Africa/Lagos
dnca,cbq,dnca,ng,Calabar,Margaret Ekpo International Airport,Africa/Lagos
dnen,enu,dnen,ng,Enegu,Akanu Ibiam International Airport,Africa/Lagos
dngo,gmo,dngo,ng,Gombe,Gombe Lawanti International Airport,Africa/Lagos
dngu,qus,dngu,ng,Gusau,Gusau Airport,Africa/Lagos
dnib,iba,dnib,ng,Ibadan,Ibadan Airport,Africa/Lagos
dnil,ilr,dnil,ng,Ilorin,Ilorin International Airport,Africa/Lagos
dnim,qow,dnim,ng,Owerri,Sam Mbakwe International Airport,Africa/Lagos
dnjo,jos,dnjo,ng,Jos,Yakubu Gowon Airport,Africa/Lagos
dnka,kad,dnka,ng,Kaduna,Kaduna Airport,Africa/Lagos
dnkn,kan,dnkn,ng,Kano,Mallam Aminu International Airport,Africa/Lagos
dnma,miu,dnma,ng,Maiduguri,Maiduguri International Airport,Africa/Lagos
dnmk,mdi,dnmk,ng,Makurdi,Makurdi Airport,Africa/Lagos
dnmm,los,dnmm,ng,Lagos,Murtala Muhammed International Airport,Africa/Lagos
dnmn,mxj,dnmn,ng,Minna,Minna Airport,Africa/Lagos
dnos,,dnos,ng,Oshogbo,Oshogbo Airport,Africa/Lagos
dnpo,phc,dnpo,ng,Port Harcourt,Port Harcourt International Airport,Africa/Lagos
dnso,sko,dnso,ng,Sokoto,Sadiq Abubakar III International Airport,Africa/Lagos
dntz,nbe,dntz,tn,Enfidha,Enfidha Zine El Abidine Ben Ali International Airport,Africa/Tunis
dnyo,yol,dnyo,ng,Yola,Yola Airport,Africa/Lagos
dnza,zar,dnza,ng,Zaria,Zaria Airport,Africa/Lagos
drra,,drra,ne,Tessaoua,Tessaoua Airport,Africa/Niamey
drrb,,drrb,ne,Birni-N'Konni,Birni-N'Konni Airport,Africa/Niamey
drrc,,drrc,ne,Dogondoutchi,Dogondoutchi Airport,Africa/Niamey
drrd,,drrd,ne,Dosso,Dosso Airport,Africa/Niamey
drre,,drre,ne,Tera,Tera Airport,Africa/Niamey
drrg,,drrg,ne,Gaya,Gaya Airport,Africa/Niamey
drri,,drri,ne,Bilma,Bilma Airport,Africa/Niamey
drrl,,drrl,ne,Tillabery,Tillabery Airport,Africa/Niamey
drrm,mfq,drrm,ne,Maradi,Maradi Airport,Africa/Niamey
drrn,nim,drrn,ne,Niamey,Diori Hamani International Airport,Africa/Niamey
drrp,,drrp,ne,La Tapoa,La Tapoa Airport,Africa/Niamey
drrt,thz,drrt,ne,Tahoua,Tahoua Airport,Africa/Niamey
drru,,drru,ne,Ouallam,Ouallam Airport,Africa/Niamey
drza,ajy,drza,ne,Agadez,Mano Dayak International Airport,Africa/Niamey
drzd,,drzd,ne,,Dirkou Airport,Africa/Niamey
drzf,,drzf,ne,Diffa,Diffa Airport,Africa/Niamey
drzg,,drzg,ne,Goure,Goure Airport,Africa/Niamey
drzi,,drzi,ne,Iferouane,Iferouane Airport,Africa/Niamey
drzl,,drzl,ne,Arlit,Arlit Airport,Africa/Niamey
drzm,,drzm,ne,Maine-Soroa,Maine-Soroa Airport,Africa/Niamey
drzn,,drzn,ne,N'Guigmi,N'Guigmi Airport,Africa/Niamey
drzr,znd,drzr,ne,Zinder,Zinder Airport,Africa/Niamey
drzt,,drzt,ne,Tanout,Tanout Airport,Africa/Niamey
dt70,,dt70,tn,Medenine,Medenine Airport,Africa/Tunis
dtka,tbj,dtka,tn,Tabarka,Tabarka 7 Novembre Airport,Africa/Tunis
dtmb,mir,dtmb,tn,Monastir,Monastir Habib Bourguiba International Airport,Africa/Tunis
dtta,tun,dtta,tn,Tunis,Tunis Carthage International Airport,Africa/Tunis
dttb,oiz,dttb,tn,Sidi Ahmed,Sidi Ahmed Air Base,Africa/Tunis
dttd,,dttd,tn,Remada,Remada Air Base,Africa/Tunis
dttf,gaf,dttf,tn,Gafsa,Gafsa Ksar International Airport,Africa/Tunis
dttg,gae,dttg,tn,Gabes,Gabes Matmata International Airport,Africa/Tunis
dtti,,dtti,tn,Borj El Amri,Borj El Amri Airport,Africa/Tunis
dttj,dje,dttj,tn,Djerba,Djerba Zarzis International Airport,Africa/Tunis
dttr,ebm,dttr,tn,El Borma,El Borma Airport,Africa/Tunis
dttx,sfa,dttx,tn,Sfax,Sfax Thyna International Airport,Africa/Tunis
dttz,toe,dttz,tn,Tozeur,Tozeur Nefta International Airport,Africa/Tunis
dxak,,dxak,tg,Atakpame,Akpaka Airport,Africa/Lome
dxdp,,dxdp,tg,Djangou,Djangou Airport,Africa/Lome
dxkp,,dxkp,tg,Anie,Kolokope Airport,Africa/Lome
dxmg,,dxmg,tg,Mango,Sansanne-Mango Airport,Africa/Lome
dxng,lrl,dxng,tg,Niamtougou,Niamtougou International Airport,Africa/Lome
dxsk,,dxsk,tg,Sokode,Sokode Airport,Africa/Lome
dxxx,lfw,dxxx,tg,Lome,Lome-Tokoin Airport,Africa/Lome
ebam,,ebam,be,Mont-de-l'Enclus,Amougies Airport,Europe/Brussels
ebar,,ebar,be,Arlon,Sterpenich Airport,Europe/Brussels
ebav,,ebav,be,Hannut,Avernas-le-Bauduin Airport,Europe/Brussels
ebaw,anr,ebaw,be,Antwerp,Antwerp International Airport (Deurne),Europe/Brussels
ebbe,,ebbe,be,Beauvechain,Beauvechain Air Base,Europe/Brussels
ebbg,,ebbg,be,Bastogne,Michamps Airport,Europe/Brussels
ebbl,,ebbl,be,Kleine Brogel,Kleine Brogel Air Base,Europe/Brussels
ebbn,,ebbn,be,Bullingen,Bullingen Airport,Europe/Brussels
ebbo,,ebbo,be,Bouillon,Mogimont Airport,Europe/Brussels
ebbr,bru,ebbr,be,Brussels,Brussels Airport,Europe/Brussels
ebbt,,ebbt,be,Brasschaat,Brasschaat Air Base,Europe/Brussels
ebbw,,ebbw,be,Bassenge,Wonck Airport,Europe/Brussels
ebbx,,ebbx,be,Bertrix,Jehonville Air Base,Europe/Brussels
ebby,,ebby,be,Genappe,Baisy-Thy Airport,Europe/Brussels
ebbz,,ebbz,be,Pont-A-Celles,Buzet Airstrip,Europe/Brussels
ebcf,,ebcf,be,Cerfontaine,Cerfontaine Nouv Airport,Europe/Brussels
ebci,crl,ebci,be,Brussels,Brussels South Charleroi Airport,Europe/Brussels
ebcr,,ebcr,be,Ciney,Ronvaux Airport,Europe/Brussels
ebcs,,ebcs,be,Chimay,Saint-Remy Airport,Europe/Brussels
ebcv,,ebcv,be,Chievres,Chievres Air Base,Europe/Brussels
ebdt,,ebdt,be,Diest,Schaffen Airport,Europe/Brussels
ebfn,,ebfn,be,Koksijde,Koksijde Air Base,Europe/Brussels
ebfs,,ebfs,be,Florennes,Florennes Air Base,Europe/Brussels
ebgb,,ebgb,be,Grimbergen,Grimbergen Airport,Europe/Brussels
ebgg,,ebgg,be,Geraardsbergen,Overboelare Airport,Europe/Brussels
ebhe,,ebhe,be,Heron,Couthuin Airport,Europe/Brussels
ebhn,,ebhn,be,Hoevenen,Hoevenen Airport,Europe/Brussels
ebis,,ebis,be,Isieres,Ath/Isieres Airport,Europe/Brussels
ebkh,,ebkh,be,Balen,Balekeiheuvel Airport,Europe/Brussels
ebkt,kjk,ebkt,be,Wevelgem,Wevelgem Airport,Europe/Brussels
eblb,,eblb,be,Butgenbach,Elsenborn Airport,Europe/Brussels
eble,,eble,be,Leopoldsburg,Beverlo Air Base,Europe/Brussels
eblg,lgg,eblg,be,Liege,Liege Airport,Europe/Brussels
ebli,,ebli,be,Lierneux,Lierneux Airport,Europe/Brussels
ebln,,ebln,be,Eghezee,Liernu Airport,Europe/Brussels
ebmg,,ebmg,be,Doische,Matagne-la-Petite Airport,Europe/Brussels
ebml,,ebml,be,Assesse,Maillen Airport,Europe/Brussels
ebmo,,ebmo,be,Moorsele,Moorsele Airport,Europe/Brussels
ebne,,ebne,be,Neerpelt,Neerpelt Airport,Europe/Brussels
ebnm,qnm,ebnm,be,Namur,Suarlee Airport,Europe/Brussels
ebno,,ebno,be,Ninove,Outer Airport,Europe/Brussels
ebor,,ebor,be,Vresse-Sur-Semois,Orchimont Airport,Europe/Brussels
ebos,ost,ebos,be,Ostend,Ostend-Bruges International Airport,Europe/Brussels
ebsg,,ebsg,be,Saint Ghislain,Saint-Ghislain Airport,Europe/Brussels
ebsh,,ebsh,be,Saint Hubert,St Hubert Airport,Europe/Brussels
ebsl,,ebsl,be,Zutendaal,Zutendaal Air Base,Europe/Brussels
ebsp,,ebsp,be,Spa,Spa (la Sauveniere) Airport,Europe/Brussels
ebst,,ebst,be,Sint Truiden,Sint Truiden Airport,Europe/Brussels
ebsu,,ebsu,be,Saint Hubert,Saint Hubert Air Base,Europe/Brussels
ebtn,,ebtn,be,Tienen,Goetsenhoven Air Base,Europe/Brussels
ebtx,,ebtx,be,Verviers,Theux (Verviers) Airport,Europe/Brussels
ebty,,ebty,be,Tournai,Tournai/Maubray Airport,Europe/Brussels
ebul,,ebul,be,Ursel,Ursel Air Base,Europe/Brussels
ebwe,,ebwe,be,Weelde,Weelde Air Base,Europe/Brussels
ebzh,qha,ebzh,be,Hasselt,Hasselt Airport,Europe/Brussels
ebzr,obl,ebzr,be,Zoersel,Oostmalle Air Base,Europe/Brussels
ebzu,,ebzu,be,Zuinkerke,Zuienkerke Airport,Europe/Brussels
ebzw,,ebzw,be,Genk,Genk Zwartberg Airport,Europe/Brussels
edab,,edab,de,Bautzen,Bautzen Airport,Europe/Berlin
edac,aoc,edac,de,Altenburg,Altenburg-Nobitz Airport,Europe/Berlin
edad,,edad,de,Dessau,Dessau Airport,Europe/Berlin
edae,,edae,de,Eisenhuttenstadt,Eisenhuttenstadt Airport,Europe/Berlin
edag,,edag,de,Marienberg,Grosruckerswalde Airport,Europe/Berlin
edah,hdf,edah,de,Heringsdorf,Heringsdorf Airport,Europe/Berlin
edai,,edai,de,Neustadt,Segeletz Airport,Europe/Berlin
edaj,,edaj,de,Gera,Gera-Leumnitz Airport,Europe/Berlin
edak,,edak,de,Grosenhain,Grosenhain Airport,Europe/Berlin
edam,,edam,de,Merseburg,Merseburg Airport,Europe/Berlin
edan,,edan,de,Neustadt-Glewe,Neustadt-Glewe Airport,Europe/Berlin
edao,,edao,de,Nordhausen,Nordhausen Airport,Europe/Berlin
edap,,edap,de,Cottbus,Neuhausen Airport,Europe/Berlin
edaq,,edaq,de,Oppin,Halle-Oppin Airport,Europe/Berlin
edar,,edar,de,Pirna,Pirna-Pratzschwitz Airport,Europe/Berlin
edas,,edas,de,Finsterwalde,Finsterwalde/Heinrichsruh Airport,Europe/Berlin
edat,,edat,de,Hoyerswerda,Nardt Airport,Europe/Berlin
edau,,edau,de,Riesa,Riesa-Gohlis Airport,Europe/Berlin
edav,,edav,de,Eberswalde,Eberswalde-Finow Airport,Europe/Berlin
edaw,,edaw,de,Roitzschjora,Roitzschjora Airport,Europe/Berlin
edax,reb,edax,de,Larz,Rechlin-Larz Airport,Europe/Berlin
eday,,eday,de,Strausberg,Strausberg Airport,Europe/Berlin
edaz,,edaz,de,Trebbin,Schonhagen Airport,Europe/Berlin
edba,,edba,de,Wulfershausen,Arnstadt-Alkersleben Airport,Europe/Berlin
edbc,cso,edbc,de,Magdeburg,Cochstedt Airport,Europe/Berlin
edbd,,edbd,de,Prenzlau,Emmel Airfield Dedelow Airport,Europe/Berlin
edbe,,edbe,de,Brandenburg an der Havel,Brandenburg-Muhlenfeld Airport,Europe/Berlin
edbf,,edbf,de,Fehrbellin,Ruppiner Land Airport,Europe/Berlin
edbg,,edbg,de,Burg,Burg Airport,Europe/Berlin
edbh,bbh,edbh,de,,Barth Airport,Europe/Berlin
edbi,,edbi,de,Zwickau,Zwickau Airport,Europe/Berlin
edbj,,edbj,de,Jena,Jena-Schongleina Airport,Europe/Berlin
edbk,,edbk,de,Kyritz,Kyritz Airport,Europe/Berlin
edbl,,edbl,de,Laucha an der Unstrut,Laucha Airport,Europe/Berlin
edbm,zmg,edbm,de,Magdeburg,Magdeburg Airport,Europe/Berlin
edbo,,edbo,de,Zellendorf,Oehna Airport,Europe/Berlin
edbp,,edbp,de,Pinnow,Pinnow Airport,Europe/Berlin
edbq,,edbq,de,Bronkow,Bronkow Airport,Europe/Berlin
edbr,,edbr,de,Rothenburg/Oberlausitz,Rothenburg/Gorlitz Airport,Europe/Berlin
edbs,,edbs,de,Kolleda,Sommerda-Dermsdorf Airport,Europe/Berlin
edbt,,edbt,de,Allstedt,Allstedt Airport,Europe/Berlin
edbu,,edbu,de,Pritzwalk,Pritzwalk-Sommersberg Airport,Europe/Berlin
edbv,,edbv,de,Stralsund,Stralsund Airport,Europe/Berlin
edbw,,edbw,de,Werneuchen,Werneuchen Airport,Europe/Berlin
edbx,,edbx,de,Gorlitz,Gorlitz Airport,Europe/Berlin
edby,,edby,de,Schmoldow,Schmoldow Airport,Europe/Berlin
edbz,,edbz,de,Schwarzheide,Schwarzheide/Schipkau Airport,Europe/Berlin
edca,,edca,de,Anklam,Anklam Airport,Europe/Berlin
edcb,,edcb,de,Ballenstedt,Ballenstedt Airport,Europe/Berlin
edcd,cbu,edcd,de,Cottbus,Cottbus-Drewitz Airport,Europe/Berlin
edce,,edce,de,Eggersdorf,Eggersdorf Airport,Europe/Berlin
edcf,,edcf,de,,Friedersdorf Airport,Europe/Berlin
edcg,gti,edcg,de,Rugen,Rugen Airport,Europe/Berlin
edch,,edch,de,Rehmsdorf,Sprossen Airport,Europe/Berlin
edci,,edci,de,Bautzen,Klix Airport,Europe/Berlin
edcj,,edcj,de,Chemnitz,Chemnitz/Jahnsdorf Airport,Europe/Berlin
edck,,edck,de,Kothen,Kothen Airport,Europe/Berlin
edcl,,edcl,de,Scharlibbe,Klietz/Scharlibbe Airport,Europe/Berlin
edcm,,edcm,de,Kamenz,Kamenz Airport,Europe/Berlin
edcn,,edcn,de,,Nauen Airport,Europe/Berlin
edco,,edco,de,Obermehler,Obermehler-Schlotheim Airport,Europe/Berlin
edcp,pef,edcp,de,Peenemunde,Peenemunde Airport,Europe/Berlin
edcq,,edcq,de,Aschersleben,Aschersleben Airport,Europe/Berlin
edcr,,edcr,de,Rerik,Rerik-Zweedorf Airport,Europe/Berlin
edcs,,edcs,de,Saarmund,Saarmund Airport,Europe/Berlin
edct,,edct,de,Taucha,Taucha Airport,Europe/Berlin
edcu,,edcu,de,Gustrow,Gustrow Airport,Europe/Berlin
edcv,,edcv,de,Pasewalk,Pasewalk Airport,Europe/Berlin
edcw,,edcw,de,Wismar,Wismar Airport,Europe/Berlin
edcx,,edcx,de,Rostock,Purkshof Airport,Europe/Berlin
edcy,,edcy,de,Welzow,Spremberg-Welzow Airport,Europe/Berlin
eddb,ber,eddb,de,Berlin,Berlin Brandenburg Airport,Europe/Berlin
eddc,drs,eddc,de,Dresden,Dresden Airport,Europe/Berlin
edde,erf,edde,de,Erfurt,Erfurt Airport,Europe/Berlin
eddf,fra,eddf,de,Frankfurt-am-Main,Frankfurt am Main International Airport,Europe/Berlin
eddg,fmo,eddg,de,Munster,Munster Osnabruck Airport,Europe/Berlin
eddh,ham,eddh,de,Hamburg,Hamburg Airport,Europe/Berlin
eddi,thf,eddi,de,Berlin,Berlin Tempelhof Airport,Europe/Berlin
eddk,cgn,eddk,de,Cologne,Cologne Bonn Airport,Europe/Berlin
eddl,dus,eddl,de,Dusseldorf,Dusseldorf International Airport,Europe/Berlin
eddm,muc,eddm,de,Munich,Munich International Airport,Europe/Berlin
eddn,nue,eddn,de,Nuremberg,Nuremberg Airport,Europe/Berlin
eddp,lej,eddp,de,Leipzig,Leipzig Halle Airport,Europe/Berlin
eddr,scn,eddr,de,Saarbrucken,Saarbrucken Airport,Europe/Berlin
edds,str,edds,de,Stuttgart,Stuttgart Airport,Europe/Berlin
eddt,txl,eddt,de,Berlin,Berlin-Tegel International Airport,Europe/Berlin
eddv,haj,eddv,de,Hannover,Hannover Airport,Europe/Berlin
eddw,bre,eddw,de,Bremen,Bremen Airport,Europe/Berlin
edeb,,edeb,de,Bad Langensalza,Bad Langensalza Airport,Europe/Berlin
edef,,edef,de,Babenhausen,Babenhausen Airport,Europe/Berlin
edeg,,edeg,de,Gotha,Gotha-Ost Airport,Europe/Berlin
edeh,,edeh,de,Hockenheim,Herrenteich Airport,Europe/Berlin
edel,,edel,de,Langenlonsheim,Langenlonsheim Airport,Europe/Berlin
edem,,edem,de,Homburg,Mosenberg Airport,Europe/Berlin
edep,,edep,de,Heppenheim,Heppenheim Airport,Europe/Berlin
edeq,,edeq,de,Muhlhausen,Muhlhausen Airport,Europe/Berlin
eder,,eder,de,Gersfeld,Wasserkuppe Airport,Europe/Berlin
edew,,edew,de,Walldurn,Walldurn Airport,Europe/Berlin
edfa,,edfa,de,Anspach,Anspach/Taunus Airport,Europe/Berlin
edfb,,edfb,de,Reichelsheim,Reichelsheim Airport,Europe/Berlin
edfc,,edfc,de,Aschaffenburg,Aschaffenburg Airport,Europe/Berlin
edfd,,edfd,de,Bad Neustadt a.d.Saale,Bad Neustadt/Saale-Grasberg Airport,Europe/Berlin
edfe,qef,edfe,de,Egelsbach,Frankfurt-Egelsbach Airport,Europe/Berlin
edfg,,edfg,de,Gelnhausen,Gelnhausen Airport,Europe/Berlin
edfh,hhn,edfh,de,Hahn,Frankfurt-Hahn Airport,Europe/Berlin
edfi,,edfi,de,Hirzenhain,Hirzenhain Airport,Europe/Berlin
edfj,,edfj,de,Hammelburg,Lager Hammelburg Airport,Europe/Berlin
edfk,,edfk,de,Bad Kissingen,Bad Kissingen Airport,Europe/Berlin
